sales_id,date,store_id,product_id,unit_price,quantity_sold,discount,payment_method
S4183,2024-06-23 07:00:00,ST47,P234,897,9,0.05,Cash
S4184,2024-06-23 08:00:00,ST38,P515,544,3,0.0,Bank
S4185,2024-06-23 09:00:00,ST17,P859,88,5,0.1,Card
S4186,2024-06-23 10:00:00,ST12,P308,211,1,0.05,M-Pesa
S4187,2024-06-23 11:00:00,ST24,P739,170,8,0.05,Cash
S4188,2024-06-23 12:00:00,ST29,P796,941,3,0.05,M-Pesa
S4189,2024-06-23 13:00:00,ST43,P70,448,1,0.05,Card
S4190,2024-06-23 14:00:00,ST25,P454,311,6,0.15,Bank
S4191,2024-06-23 15:00:00,ST36,P439,777,1,0.1,Bank
S4192,2024-06-23 16:00:00,ST26,P825,873,3,0.15,Card
S4193,2024-06-23 17:00:00,ST38,P364,610,5,0.1,M-Pesa
S4194,2024-06-23 18:00:00,ST1,P983,653,4,0.1,M-Pesa
S4195,2024-06-23 19:00:00,ST20,P766,178,7,0.1,M-Pesa
S4196,2024-06-23 20:00:00,ST28,P481,882,6,0.0,M-Pesa
S4197,2024-06-23 21:00:00,ST16,P144,589,3,0.1,Cash
S4198,2024-06-23 22:00:00,ST47,P24,405,8,0.05,M-Pesa
S4199,2024-06-23 23:00:00,ST17,P965,709,8,0.15,Cash
S4200,2024-06-24 00:00:00,ST40,P425,481,2,0.05,Card
S4201,2024-06-24 01:00:00,ST28,P746,889,7,0.05,Bank
S4202,2024-06-24 02:00:00,ST12,P845,114,1,0.15,Cash
S4203,2024-06-24 03:00:00,ST27,P175,267,2,0.05,M-Pesa
S4204,2024-06-24 04:00:00,ST42,P844,612,8,0.0,Bank
S4205,2024-06-24 05:00:00,ST47,P325,476,1,0.05,Cash
S4206,2024-06-24 06:00:00,ST30,P869,866,2,0.05,Bank
S4207,2024-06-24 07:00:00,ST41,P671,970,1,0.15,Card
S4208,2024-06-24 08:00:00,ST34,P860,123,5,0.05,M-Pesa
S4209,2024-06-24 09:00:00,ST37,P348,509,7,0.15,Card
S4210,2024-06-24 10:00:00,ST6,P798,474,6,0.1,Bank
S4211,2024-06-24 11:00:00,ST7,P18,760,6,0.1,Card
S4212,2024-06-24 12:00:00,ST32,P44,241,6,0.0,M-Pesa
S4213,2024-06-24 13:00:00,ST32,P155,238,8,0.15,Cash
S4214,2024-06-24 14:00:00,ST25,P867,61,5,0.15,Card
S4215,2024-06-24 15:00:00,ST33,P922,288,7,0.15,M-Pesa
S4216,2024-06-24 16:00:00,ST7,P377,921,3,0.0,Bank
S4217,2024-06-24 17:00:00,ST12,P743,642,9,0.0,Card
S4218,2024-06-24 18:00:00,ST16,P883,502,3,0.05,Cash
S4219,2024-06-24 19:00:00,ST16,P828,432,6,0.15,Card
S4220,2024-06-24 20:00:00,ST43,P402,831,3,0.0,Bank
S4221,2024-06-24 21:00:00,ST36,P225,851,1,0.1,Bank
S4222,2024-06-24 22:00:00,ST13,P217,97,1,0.1,Bank
S4223,2024-06-24 23:00:00,ST7,P568,366,3,0.15,Card
S4224,2024-06-25 00:00:00,ST36,P31,258,4,0.1,Card
S4225,2024-06-25 01:00:00,ST47,P869,596,2,0.05,Card
S4226,2024-06-25 02:00:00,ST9,P59,168,9,0.05,Cash
S4227,2024-06-25 03:00:00,ST32,P892,626,8,0.15,M-Pesa
S4228,2024-06-25 04:00:00,ST11,P898,364,3,0.0,Card
S4229,2024-06-25 05:00:00,ST8,P353,803,7,0.0,Cash
S4230,2024-06-25 06:00:00,ST33,P935,85,4,0.0,Bank
S4231,2024-06-25 07:00:00,ST23,P445,512,5,0.0,Card
S4232,2024-06-25 08:00:00,ST25,P235,813,4,0.15,Card
S4233,2024-06-25 09:00:00,ST8,P107,964,9,0.05,Card
S4234,2024-06-25 10:00:00,ST45,P191,804,7,0.15,Cash
S4235,2024-06-25 11:00:00,ST22,P992,603,4,0.15,Card
S4236,2024-06-25 12:00:00,ST4,P530,630,8,0.1,Card
S4237,2024-06-25 13:00:00,ST40,P913,452,2,0.05,M-Pesa
S4238,2024-06-25 14:00:00,ST3,P738,156,7,0.0,Cash
S4239,2024-06-25 15:00:00,ST29,P679,88,1,0.05,M-Pesa
S4240,2024-06-25 16:00:00,ST41,P583,630,8,0.1,M-Pesa
S4241,2024-06-25 17:00:00,ST29,P874,229,6,0.15,M-Pesa
S4242,2024-06-25 18:00:00,ST34,P566,61,5,0.05,M-Pesa
S4243,2024-06-25 19:00:00,ST34,P245,388,9,0.1,Bank
S4244,2024-06-25 20:00:00,ST28,P995,992,9,0.15,Card
S4245,2024-06-25 21:00:00,ST13,P862,765,3,0.0,M-Pesa
S4246,2024-06-25 22:00:00,ST15,P76,597,9,0.05,Cash
S4247,2024-06-25 23:00:00,ST23,P547,175,9,0.0,Card
S4248,2024-06-26 00:00:00,ST44,P267,112,2,0.0,M-Pesa
S4249,2024-06-26 01:00:00,ST26,P317,893,5,0.1,M-Pesa
S4250,2024-06-26 02:00:00,ST4,P812,131,2,0.1,Cash
S4251,2024-06-26 03:00:00,ST26,P121,868,1,0.15,Bank
S4252,2024-06-26 04:00:00,ST40,P836,348,7,0.0,Cash
S4253,2024-06-26 05:00:00,ST9,P25,83,4,0.1,Bank
S4254,2024-06-26 06:00:00,ST5,P432,801,5,0.1,Bank
S4255,2024-06-26 07:00:00,ST32,P160,658,4,0.0,Bank
S4256,2024-06-26 08:00:00,ST20,P596,98,6,0.15,M-Pesa
S4257,2024-06-26 09:00:00,ST50,P114,707,2,0.0,M-Pesa
S4258,2024-06-26 10:00:00,ST11,P735,686,8,0.15,Bank
S4259,2024-06-26 11:00:00,ST15,P900,750,4,0.15,Bank
S4260,2024-06-26 12:00:00,ST32,P502,106,8,0.1,M-Pesa
S4261,2024-06-26 13:00:00,ST28,P166,910,3,0.0,Bank
S4262,2024-06-26 14:00:00,ST22,P703,158,5,0.0,M-Pesa
S4263,2024-06-26 15:00:00,ST41,P175,566,3,0.1,Bank
S4264,2024-06-26 16:00:00,ST17,P1,73,7,0.05,M-Pesa
S4265,2024-06-26 17:00:00,ST26,P899,270,3,0.05,Cash
S4266,2024-06-26 18:00:00,ST44,P741,364,8,0.0,Bank
S4267,2024-06-26 19:00:00,ST7,P86,343,9,0.1,Bank
S4268,2024-06-26 20:00:00,ST42,P574,978,2,0.15,Cash
S4269,2024-06-26 21:00:00,ST26,P320,59,3,0.15,Card
S4270,2024-06-26 22:00:00,ST25,P401,726,7,0.0,Bank
S4271,2024-06-26 23:00:00,ST10,P382,530,5,0.1,Card
S4272,2024-06-27 00:00:00,ST45,P718,776,7,0.0,Cash
S4273,2024-06-27 01:00:00,ST19,P617,687,2,0.0,Bank
S4274,2024-06-27 02:00:00,ST11,P318,316,4,0.1,Card
S4275,2024-06-27 03:00:00,ST13,P803,841,1,0.0,Bank
S4276,2024-06-27 04:00:00,ST8,P250,137,5,0.15,Bank
S4277,2024-06-27 05:00:00,ST40,P525,504,8,0.05,M-Pesa
S4278,2024-06-27 06:00:00,ST4,P675,675,1,0.15,Card
S4279,2024-06-27 07:00:00,ST47,P555,582,7,0.05,M-Pesa
S4280,2024-06-27 08:00:00,ST31,P898,197,7,0.1,M-Pesa
S4281,2024-06-27 09:00:00,ST28,P952,806,7,0.0,Card
S4282,2024-06-27 10:00:00,ST11,P623,827,1,0.05,Card
S4283,2024-06-27 11:00:00,ST43,P717,778,3,0.1,M-Pesa
S4284,2024-06-27 12:00:00,ST1,P896,480,2,0.1,Bank
S4285,2024-06-27 13:00:00,ST49,P256,801,5,0.1,Bank
S4286,2024-06-27 14:00:00,ST47,P307,992,2,0.15,Cash
S4287,2024-06-27 15:00:00,ST38,P950,960,5,0.15,Bank
S4288,2024-06-27 16:00:00,ST24,P144,989,5,0.05,Card
S4289,2024-06-27 17:00:00,ST47,P658,793,4,0.05,Card
S4290,2024-06-27 18:00:00,ST31,P391,793,7,0.15,Cash
S4291,2024-06-27 19:00:00,ST41,P813,291,6,0.05,Card
S4292,2024-06-27 20:00:00,ST46,P676,751,2,0.05,M-Pesa
S4293,2024-06-27 21:00:00,ST50,P169,951,4,0.0,Cash
S4294,2024-06-27 22:00:00,ST26,P990,790,7,0.05,Cash
S4295,2024-06-27 23:00:00,ST49,P298,115,9,0.1,Bank
S4296,2024-06-28 00:00:00,ST50,P233,427,9,0.0,Bank
S4297,2024-06-28 01:00:00,ST5,P903,437,3,0.05,M-Pesa
S4298,2024-06-28 02:00:00,ST20,P271,840,1,0.0,M-Pesa
S4299,2024-06-28 03:00:00,ST41,P60,830,9,0.1,Bank
S4300,2024-06-28 04:00:00,ST11,P296,258,8,0.05,Bank
S4301,2024-06-28 05:00:00,ST33,P467,464,7,0.0,M-Pesa
S4302,2024-06-28 06:00:00,ST50,P235,65,6,0.05,Bank
S4303,2024-06-28 07:00:00,ST38,P677,346,7,0.0,Cash
S4304,2024-06-28 08:00:00,ST27,P706,269,9,0.0,M-Pesa
S4305,2024-06-28 09:00:00,ST34,P234,818,6,0.1,Bank
S4306,2024-06-28 10:00:00,ST15,P368,416,3,0.1,Card
S4307,2024-06-28 11:00:00,ST32,P695,829,3,0.05,Card
S4308,2024-06-28 12:00:00,ST21,P845,278,4,0.15,M-Pesa
S4309,2024-06-28 13:00:00,ST46,P232,680,8,0.05,Card
S4310,2024-06-28 14:00:00,ST5,P873,489,9,0.0,Card
S4311,2024-06-28 15:00:00,ST6,P491,739,8,0.1,Cash
S4312,2024-06-28 16:00:00,ST38,P619,581,2,0.1,M-Pesa
S4313,2024-06-28 17:00:00,ST22,P503,499,4,0.0,Card
S4314,2024-06-28 18:00:00,ST18,P890,85,4,0.15,Bank
S4315,2024-06-28 19:00:00,ST14,P735,896,2,0.1,M-Pesa
S4316,2024-06-28 20:00:00,ST10,P592,471,8,0.15,M-Pesa
S4317,2024-06-28 21:00:00,ST46,P746,967,3,0.1,Card
S4318,2024-06-28 22:00:00,ST13,P381,669,2,0.0,Card
S4319,2024-06-28 23:00:00,ST31,P696,238,7,0.05,Cash
S4320,2024-06-29 00:00:00,ST30,P428,227,1,0.05,Bank
S4321,2024-06-29 01:00:00,ST3,P697,657,6,0.15,Cash
S4322,2024-06-29 02:00:00,ST30,P646,364,3,0.05,Cash
S4323,2024-06-29 03:00:00,ST6,P732,69,3,0.0,Bank
S4324,2024-06-29 04:00:00,ST29,P800,725,5,0.05,Card
S4325,2024-06-29 05:00:00,ST8,P364,431,3,0.15,Cash
S4326,2024-06-29 06:00:00,ST44,P202,658,4,0.0,M-Pesa
S4327,2024-06-29 07:00:00,ST45,P882,192,3,0.0,Cash
S4328,2024-06-29 08:00:00,ST43,P146,111,7,0.1,Bank
S4329,2024-06-29 09:00:00,ST44,P836,291,3,0.1,Cash
S4330,2024-06-29 10:00:00,ST33,P639,287,4,0.05,Cash
S4331,2024-06-29 11:00:00,ST17,P457,180,2,0.15,M-Pesa
S4332,2024-06-29 12:00:00,ST48,P135,654,2,0.0,Bank
S4333,2024-06-29 13:00:00,ST11,P626,652,9,0.05,M-Pesa
S4334,2024-06-29 14:00:00,ST13,P264,694,1,0.05,Card
S4335,2024-06-29 15:00:00,ST50,P64,172,1,0.1,Bank
S4336,2024-06-29 16:00:00,ST11,P491,489,1,0.05,Cash
S4337,2024-06-29 17:00:00,ST31,P647,976,3,0.05,M-Pesa
S4338,2024-06-29 18:00:00,ST28,P41,391,2,0.1,M-Pesa
S4339,2024-06-29 19:00:00,ST44,P296,468,3,0.05,Bank
S4340,2024-06-29 20:00:00,ST6,P3,679,5,0.05,M-Pesa
S4341,2024-06-29 21:00:00,ST41,P913,504,9,0.0,Bank
S4342,2024-06-29 22:00:00,ST16,P706,247,2,0.05,Card
S4343,2024-06-29 23:00:00,ST4,P975,331,1,0.1,Bank
S4344,2024-06-30 00:00:00,ST35,P110,935,6,0.1,Bank
S4345,2024-06-30 01:00:00,ST48,P221,50,3,0.0,Card
S4346,2024-06-30 02:00:00,ST26,P370,772,7,0.1,Card
S4347,2024-06-30 03:00:00,ST12,P368,824,6,0.1,Cash
S4348,2024-06-30 04:00:00,ST11,P436,981,7,0.1,M-Pesa
S4349,2024-06-30 05:00:00,ST37,P918,381,5,0.05,Card
S4350,2024-06-30 06:00:00,ST25,P4,261,1,0.0,Card
S4351,2024-06-30 07:00:00,ST18,P244,136,3,0.15,M-Pesa
S4352,2024-06-30 08:00:00,ST19,P902,714,3,0.0,M-Pesa
S4353,2024-06-30 09:00:00,ST23,P166,911,7,0.0,Cash
S4354,2024-06-30 10:00:00,ST38,P26,748,3,0.0,Cash
S4355,2024-06-30 11:00:00,ST18,P395,110,5,0.15,Bank
S4356,2024-06-30 12:00:00,ST26,P474,846,4,0.15,Cash
S4357,2024-06-30 13:00:00,ST6,P17,144,4,0.1,Card
S4358,2024-06-30 14:00:00,ST4,P728,835,7,0.05,Card
S4359,2024-06-30 15:00:00,ST44,P92,602,1,0.1,M-Pesa
S4360,2024-06-30 16:00:00,ST29,P483,196,7,0.1,Cash
S4361,2024-06-30 17:00:00,ST34,P543,295,8,0.15,Bank
S4362,2024-06-30 18:00:00,ST17,P205,693,3,0.1,Bank
S4363,2024-06-30 19:00:00,ST43,P502,346,3,0.1,Bank
S4364,2024-06-30 20:00:00,ST43,P931,172,4,0.15,Bank
S4365,2024-06-30 21:00:00,ST16,P400,704,6,0.0,M-Pesa
S4366,2024-06-30 22:00:00,ST2,P207,743,7,0.0,Cash
S4367,2024-06-30 23:00:00,ST34,P619,753,1,0.15,Cash
S4368,2024-07-01 00:00:00,ST8,P146,505,4,0.05,Cash
S4369,2024-07-01 01:00:00,ST13,P879,448,7,0.1,Cash
S4370,2024-07-01 02:00:00,ST42,P101,768,2,0.0,Bank
S4371,2024-07-01 03:00:00,ST8,P880,995,1,0.15,Bank
S4372,2024-07-01 04:00:00,ST30,P830,280,1,0.05,M-Pesa
S4373,2024-07-01 05:00:00,ST32,P880,583,6,0.1,M-Pesa
S4374,2024-07-01 06:00:00,ST36,P241,451,5,0.15,Bank
S4375,2024-07-01 07:00:00,ST47,P923,641,1,0.15,Card
S4376,2024-07-01 08:00:00,ST30,P759,179,3,0.15,Cash
S4377,2024-07-01 09:00:00,ST1,P163,341,7,0.1,M-Pesa
S4378,2024-07-01 10:00:00,ST43,P884,325,9,0.0,Bank
S4379,2024-07-01 11:00:00,ST39,P173,961,9,0.1,Cash
S4380,2024-07-01 12:00:00,ST17,P502,884,6,0.1,Cash
S4381,2024-07-01 13:00:00,ST20,P547,425,3,0.0,Bank
S4382,2024-07-01 14:00:00,ST24,P284,975,1,0.15,Card
S4383,2024-07-01 15:00:00,ST50,P359,104,3,0.05,Card
S4384,2024-07-01 16:00:00,ST22,P381,627,2,0.05,M-Pesa
S4385,2024-07-01 17:00:00,ST29,P870,788,5,0.0,Bank
S4386,2024-07-01 18:00:00,ST22,P905,75,8,0.0,M-Pesa
S4387,2024-07-01 19:00:00,ST44,P972,490,5,0.15,Card
S4388,2024-07-01 20:00:00,ST9,P911,814,1,0.05,M-Pesa
S4389,2024-07-01 21:00:00,ST37,P533,246,3,0.05,M-Pesa
S4390,2024-07-01 22:00:00,ST10,P820,691,5,0.15,Card
S4391,2024-07-01 23:00:00,ST36,P163,292,7,0.0,Cash
S4392,2024-07-02 00:00:00,ST37,P609,873,5,0.0,Cash
S4393,2024-07-02 01:00:00,ST28,P307,773,5,0.15,Card
S4394,2024-07-02 02:00:00,ST28,P339,239,7,0.0,Cash
S4395,2024-07-02 03:00:00,ST42,P55,851,8,0.1,Bank
S4396,2024-07-02 04:00:00,ST43,P983,787,8,0.0,Cash
S4397,2024-07-02 05:00:00,ST21,P333,807,7,0.1,Card
S4398,2024-07-02 06:00:00,ST24,P127,617,3,0.05,Bank
S4399,2024-07-02 07:00:00,ST42,P940,616,2,0.05,M-Pesa
S4400,2024-07-02 08:00:00,ST40,P705,325,1,0.0,Card
S4401,2024-07-02 09:00:00,ST2,P243,867,6,0.15,Card
S4402,2024-07-02 10:00:00,ST8,P861,458,9,0.0,Cash
S4403,2024-07-02 11:00:00,ST48,P600,389,3,0.15,Bank
S4404,2024-07-02 12:00:00,ST27,P848,202,5,0.05,Card
S4405,2024-07-02 13:00:00,ST22,P409,614,9,0.05,Bank
S4406,2024-07-02 14:00:00,ST37,P503,447,9,0.05,Bank
S4407,2024-07-02 15:00:00,ST27,P727,493,7,0.15,Cash
S4408,2024-07-02 16:00:00,ST29,P604,672,4,0.15,Card
S4409,2024-07-02 17:00:00,ST3,P303,476,2,0.05,Bank
S4410,2024-07-02 18:00:00,ST44,P464,536,2,0.0,Bank
S4411,2024-07-02 19:00:00,ST13,P235,253,4,0.15,M-Pesa
S4412,2024-07-02 20:00:00,ST45,P696,161,1,0.1,Cash
S4413,2024-07-02 21:00:00,ST10,P38,374,4,0.05,Card
S4414,2024-07-02 22:00:00,ST36,P139,307,6,0.15,Bank
S4415,2024-07-02 23:00:00,ST9,P195,999,6,0.05,Cash
S4416,2024-07-03 00:00:00,ST27,P527,577,7,0.1,Card
S4417,2024-07-03 01:00:00,ST34,P769,399,5,0.0,Bank
S4418,2024-07-03 02:00:00,ST1,P647,988,9,0.1,Card
S4419,2024-07-03 03:00:00,ST32,P1,727,2,0.0,Card
S4420,2024-07-03 04:00:00,ST25,P561,862,2,0.0,Cash
S4421,2024-07-03 05:00:00,ST29,P96,943,4,0.15,Cash
S4422,2024-07-03 06:00:00,ST7,P713,484,4,0.0,M-Pesa
S4423,2024-07-03 07:00:00,ST49,P413,475,4,0.0,M-Pesa
S4424,2024-07-03 08:00:00,ST3,P538,329,1,0.0,M-Pesa
S4425,2024-07-03 09:00:00,ST20,P855,420,4,0.05,Bank
S4426,2024-07-03 10:00:00,ST20,P429,719,5,0.15,M-Pesa
S4427,2024-07-03 11:00:00,ST30,P235,982,9,0.15,Card
S4428,2024-07-03 12:00:00,ST35,P349,298,3,0.0,Cash
S4429,2024-07-03 13:00:00,ST35,P756,940,3,0.05,Card
S4430,2024-07-03 14:00:00,ST49,P870,230,5,0.0,Cash
S4431,2024-07-03 15:00:00,ST39,P481,752,6,0.15,Cash
S4432,2024-07-03 16:00:00,ST27,P839,700,3,0.15,Card
S4433,2024-07-03 17:00:00,ST26,P396,127,1,0.15,Card
S4434,2024-07-03 18:00:00,ST14,P351,968,8,0.15,Bank
S4435,2024-07-03 19:00:00,ST17,P416,934,1,0.05,Cash
S4436,2024-07-03 20:00:00,ST18,P886,385,2,0.1,M-Pesa
S4437,2024-07-03 21:00:00,ST45,P916,99,3,0.1,Bank
S4438,2024-07-03 22:00:00,ST29,P887,134,6,0.05,M-Pesa
S4439,2024-07-03 23:00:00,ST20,P51,744,4,0.0,Bank
S4440,2024-07-04 00:00:00,ST27,P81,744,4,0.15,Cash
S4441,2024-07-04 01:00:00,ST18,P36,53,9,0.15,Card
S4442,2024-07-04 02:00:00,ST4,P67,999,6,0.15,Card
S4443,2024-07-04 03:00:00,ST1,P641,366,2,0.05,Cash
S4444,2024-07-04 04:00:00,ST50,P882,160,7,0.05,Card
S4445,2024-07-04 05:00:00,ST1,P667,383,3,0.15,Cash
S4446,2024-07-04 06:00:00,ST26,P757,900,9,0.15,Cash
S4447,2024-07-04 07:00:00,ST45,P623,812,6,0.0,Cash
S4448,2024-07-04 08:00:00,ST20,P680,182,8,0.1,Bank
S4449,2024-07-04 09:00:00,ST23,P481,661,1,0.05,Card
S4450,2024-07-04 10:00:00,ST10,P468,963,2,0.1,Bank
S4451,2024-07-04 11:00:00,ST11,P142,733,6,0.15,M-Pesa
S4452,2024-07-04 12:00:00,ST41,P356,848,3,0.1,Cash
S4453,2024-07-04 13:00:00,ST41,P709,168,1,0.1,Card
S4454,2024-07-04 14:00:00,ST5,P471,399,6,0.05,M-Pesa
S4455,2024-07-04 15:00:00,ST1,P621,966,5,0.05,Cash
S4456,2024-07-04 16:00:00,ST17,P888,736,9,0.0,M-Pesa
S4457,2024-07-04 17:00:00,ST22,P591,591,6,0.15,Bank
S4458,2024-07-04 18:00:00,ST34,P902,104,5,0.0,Bank
S4459,2024-07-04 19:00:00,ST45,P673,410,1,0.05,Card
S4460,2024-07-04 20:00:00,ST41,P439,757,1,0.0,M-Pesa
S4461,2024-07-04 21:00:00,ST29,P531,502,1,0.1,M-Pesa
S4462,2024-07-04 22:00:00,ST4,P127,602,7,0.1,Bank
S4463,2024-07-04 23:00:00,ST5,P205,734,6,0.05,Bank
S4464,2024-07-05 00:00:00,ST11,P29,379,5,0.1,Card
S4465,2024-07-05 01:00:00,ST21,P445,268,4,0.15,Cash
S4466,2024-07-05 02:00:00,ST35,P966,257,8,0.05,Card
S4467,2024-07-05 03:00:00,ST12,P719,719,8,0.15,Bank
S4468,2024-07-05 04:00:00,ST26,P464,894,5,0.05,Card
S4469,2024-07-05 05:00:00,ST19,P280,789,4,0.05,Cash
S4470,2024-07-05 06:00:00,ST45,P151,134,2,0.1,Bank
S4471,2024-07-05 07:00:00,ST7,P240,734,7,0.05,Cash
S4472,2024-07-05 08:00:00,ST47,P266,294,5,0.05,Card
S4473,2024-07-05 09:00:00,ST7,P694,921,3,0.0,Cash
S4474,2024-07-05 10:00:00,ST26,P105,734,9,0.1,Bank
S4475,2024-07-05 11:00:00,ST40,P937,384,9,0.15,Bank
S4476,2024-07-05 12:00:00,ST5,P433,261,8,0.05,Cash
S4477,2024-07-05 13:00:00,ST21,P913,645,1,0.15,Card
S4478,2024-07-05 14:00:00,ST14,P497,734,3,0.0,Card
S4479,2024-07-05 15:00:00,ST4,P440,232,2,0.05,Card
S4480,2024-07-05 16:00:00,ST23,P748,182,4,0.15,Card
S4481,2024-07-05 17:00:00,ST42,P685,941,2,0.1,M-Pesa
S4482,2024-07-05 18:00:00,ST20,P158,849,8,0.0,M-Pesa
S4483,2024-07-05 19:00:00,ST15,P172,823,1,0.0,Cash
S4484,2024-07-05 20:00:00,ST50,P494,399,4,0.15,M-Pesa
S4485,2024-07-05 21:00:00,ST45,P970,331,5,0.05,M-Pesa
S4486,2024-07-05 22:00:00,ST29,P311,342,4,0.05,M-Pesa
S4487,2024-07-05 23:00:00,ST8,P403,318,8,0.1,Cash
S4488,2024-07-06 00:00:00,ST41,P669,910,2,0.1,M-Pesa
S4489,2024-07-06 01:00:00,ST48,P770,246,9,0.05,Card
S4490,2024-07-06 02:00:00,ST19,P676,586,2,0.0,Card
S4491,2024-07-06 03:00:00,ST48,P659,702,2,0.1,Cash
S4492,2024-07-06 04:00:00,ST39,P903,784,2,0.1,Cash
S4493,2024-07-06 05:00:00,ST46,P666,69,8,0.0,Cash
S4494,2024-07-06 06:00:00,ST28,P463,808,3,0.05,Bank
S4495,2024-07-06 07:00:00,ST46,P367,889,8,0.15,M-Pesa
S4496,2024-07-06 08:00:00,ST27,P550,762,7,0.1,Cash
S4497,2024-07-06 09:00:00,ST4,P643,454,4,0.0,Cash
S4498,2024-07-06 10:00:00,ST15,P870,164,7,0.1,Cash
S4499,2024-07-06 11:00:00,ST35,P255,944,8,0.0,Card
S4500,2024-07-06 12:00:00,ST37,P208,750,6,0.1,Cash
S4501,2024-07-06 13:00:00,ST1,P450,75,6,0.05,Card
S4502,2024-07-06 14:00:00,ST3,P95,615,3,0.0,Card
S4503,2024-07-06 15:00:00,ST47,P860,731,5,0.15,Bank
S4504,2024-07-06 16:00:00,ST24,P839,444,2,0.15,Cash
S4505,2024-07-06 17:00:00,ST27,P478,982,5,0.1,Bank
S4506,2024-07-06 18:00:00,ST40,P683,430,5,0.15,Cash
S4507,2024-07-06 19:00:00,ST36,P762,572,7,0.1,M-Pesa
S4508,2024-07-06 20:00:00,ST34,P190,588,4,0.0,Cash
S4509,2024-07-06 21:00:00,ST29,P711,911,6,0.0,Cash
S4510,2024-07-06 22:00:00,ST24,P484,132,9,0.15,Cash
S4511,2024-07-06 23:00:00,ST24,P733,851,4,0.15,Cash
S4512,2024-07-07 00:00:00,ST42,P536,599,6,0.05,Cash
S4513,2024-07-07 01:00:00,ST4,P756,494,9,0.0,Cash
S4514,2024-07-07 02:00:00,ST3,P423,136,1,0.15,Bank
S4515,2024-07-07 03:00:00,ST34,P836,998,8,0.15,M-Pesa
S4516,2024-07-07 04:00:00,ST49,P640,882,1,0.15,Bank
S4517,2024-07-07 05:00:00,ST23,P605,436,4,0.1,M-Pesa
S4518,2024-07-07 06:00:00,ST23,P812,717,3,0.05,Bank
S4519,2024-07-07 07:00:00,ST45,P133,447,4,0.0,Bank
S4520,2024-07-07 08:00:00,ST5,P55,869,7,0.15,Cash
S4521,2024-07-07 09:00:00,ST31,P989,335,9,0.15,Bank
S4522,2024-07-07 10:00:00,ST41,P510,747,9,0.15,M-Pesa
S4523,2024-07-07 11:00:00,ST6,P670,743,1,0.1,Card
S4524,2024-07-07 12:00:00,ST37,P541,418,1,0.0,M-Pesa
S4525,2024-07-07 13:00:00,ST10,P410,704,9,0.15,Bank
S4526,2024-07-07 14:00:00,ST40,P211,471,4,0.15,Card
S4527,2024-07-07 15:00:00,ST7,P666,767,3,0.1,Cash
S4528,2024-07-07 16:00:00,ST39,P293,703,9,0.1,Card
S4529,2024-07-07 17:00:00,ST38,P987,746,5,0.05,Cash
S4530,2024-07-07 18:00:00,ST21,P734,492,6,0.05,M-Pesa
S4531,2024-07-07 19:00:00,ST20,P115,802,1,0.0,Card
S4532,2024-07-07 20:00:00,ST3,P949,569,1,0.05,Card
S4533,2024-07-07 21:00:00,ST22,P670,633,7,0.0,Card
S4534,2024-07-07 22:00:00,ST47,P259,964,8,0.05,Cash
S4535,2024-07-07 23:00:00,ST4,P763,337,8,0.15,Cash
S4536,2024-07-08 00:00:00,ST28,P122,144,7,0.05,M-Pesa
S4537,2024-07-08 01:00:00,ST12,P299,718,9,0.15,M-Pesa
S4538,2024-07-08 02:00:00,ST38,P775,90,1,0.0,Bank
S4539,2024-07-08 03:00:00,ST36,P381,380,2,0.05,Cash
S4540,2024-07-08 04:00:00,ST47,P561,862,3,0.05,M-Pesa
S4541,2024-07-08 05:00:00,ST41,P889,830,5,0.05,Card
S4542,2024-07-08 06:00:00,ST5,P841,204,4,0.15,Card
S4543,2024-07-08 07:00:00,ST13,P501,553,4,0.15,Card
S4544,2024-07-08 08:00:00,ST23,P297,324,8,0.05,M-Pesa
S4545,2024-07-08 09:00:00,ST50,P362,715,8,0.0,Card
S4546,2024-07-08 10:00:00,ST30,P589,614,7,0.15,Card
S4547,2024-07-08 11:00:00,ST37,P463,228,1,0.1,Cash
S4548,2024-07-08 12:00:00,ST25,P438,982,4,0.0,Cash
S4549,2024-07-08 13:00:00,ST48,P127,801,1,0.0,M-Pesa
S4550,2024-07-08 14:00:00,ST27,P197,186,5,0.0,Cash
S4551,2024-07-08 15:00:00,ST14,P221,816,3,0.15,Bank
S4552,2024-07-08 16:00:00,ST48,P995,785,3,0.05,M-Pesa
S4553,2024-07-08 17:00:00,ST47,P91,229,4,0.05,Bank
S4554,2024-07-08 18:00:00,ST36,P411,231,2,0.1,Bank
S4555,2024-07-08 19:00:00,ST39,P8,308,7,0.05,M-Pesa
S4556,2024-07-08 20:00:00,ST16,P544,292,4,0.1,Cash
S4557,2024-07-08 21:00:00,ST22,P468,145,5,0.1,Cash
S4558,2024-07-08 22:00:00,ST21,P320,246,2,0.05,M-Pesa
S4559,2024-07-08 23:00:00,ST21,P394,953,6,0.1,Bank
S4560,2024-07-09 00:00:00,ST8,P269,575,9,0.0,M-Pesa
S4561,2024-07-09 01:00:00,ST49,P191,681,8,0.0,M-Pesa
S4562,2024-07-09 02:00:00,ST16,P861,436,8,0.0,Card
S4563,2024-07-09 03:00:00,ST31,P675,457,2,0.15,Card
S4564,2024-07-09 04:00:00,ST42,P61,318,4,0.1,Bank
