delivery_id,supplier_id,product_id,qty_ordered,qty_delivered,delivery_date,delay_days
D2561,SUP400,P809,183,383,2024-05-10,1
D2562,SUP449,P584,374,357,2024-08-30,0
D2563,SUP254,P157,479,211,2024-12-07,9
D2564,SUP381,P238,397,166,2024-01-26,-2
D2565,SUP416,P841,132,389,2024-10-17,9
D2566,SUP432,P565,329,260,2024-08-02,8
D2567,SUP253,P644,214,246,2024-12-24,5
D2568,SUP313,P707,267,390,2024-01-04,-1
D2569,SUP408,P371,256,78,2024-10-08,9
D2570,SUP232,P875,193,81,2024-08-16,3
D2571,SUP499,P516,485,228,2024-12-28,5
D2572,SUP120,P91,144,234,2024-06-29,1
D2573,SUP162,P293,165,154,2024-08-28,-1
D2574,SUP178,P110,415,406,2024-06-02,0
D2575,SUP468,P378,483,220,2024-12-11,7
D2576,SUP215,P990,334,471,2024-08-09,4
D2577,SUP92,P463,292,216,2024-04-24,1
D2578,SUP52,P400,104,211,2024-06-05,-1
D2579,SUP82,P860,360,429,2024-04-05,4
D2580,SUP96,P695,472,20,2024-03-01,9
D2581,SUP62,P460,234,39,2024-05-21,1
D2582,SUP373,P473,68,103,2024-08-08,4
D2583,SUP184,P28,183,193,2024-06-29,9
D2584,SUP302,P635,227,303,2024-06-06,5
D2585,SUP39,P60,84,432,2024-01-22,3
D2586,SUP39,P373,167,377,2024-04-03,5
D2587,SUP441,P245,304,169,2024-05-13,4
D2588,SUP284,P878,476,173,2024-09-17,-1
D2589,SUP165,P644,290,107,2024-02-10,-1
D2590,SUP500,P611,105,339,2024-09-09,3
D2591,SUP346,P423,341,10,2024-04-09,6
D2592,SUP219,P581,64,193,2024-03-26,7
D2593,SUP492,P242,342,238,2024-10-29,3
D2594,SUP191,P29,231,188,2024-10-05,8
D2595,SUP249,P761,156,142,2024-11-28,6
D2596,SUP379,P529,258,281,2024-08-17,9
D2597,SUP411,P671,174,386,2024-06-29,7
D2598,SUP45,P780,57,401,2024-06-16,4
D2599,SUP379,P100,62,19,2024-12-29,5
D2600,SUP465,P863,374,471,2024-12-01,8
D2601,SUP399,P11,497,58,2024-01-14,8
D2602,SUP368,P942,228,207,2024-10-04,0
D2603,SUP397,P423,201,488,2024-11-19,1
D2604,SUP86,P670,132,214,2024-08-26,-2
D2605,SUP299,P928,116,497,2024-03-21,8
D2606,SUP483,P968,57,102,2024-07-13,6
D2607,SUP310,P458,75,137,2024-07-19,0
D2608,SUP151,P267,95,469,2024-01-07,8
D2609,SUP449,P411,272,83,2024-12-17,-2
D2610,SUP63,P774,270,496,2024-08-29,6
D2611,SUP102,P183,400,431,2024-09-14,6
D2612,SUP200,P105,132,201,2024-04-17,-1
D2613,SUP373,P518,224,281,2024-06-13,4
D2614,SUP453,P615,197,432,2024-12-31,7
D2615,SUP167,P414,94,469,2024-08-23,-1
D2616,SUP376,P18,462,139,2024-07-23,2
D2617,SUP62,P871,222,326,2024-12-14,-1
D2618,SUP255,P295,60,444,2024-07-23,4
D2619,SUP375,P334,50,352,2024-05-27,-1
D2620,SUP355,P959,186,363,2024-10-31,3
D2621,SUP182,P655,259,445,2024-09-05,5
D2622,SUP233,P306,306,17,2024-11-01,9
D2623,SUP334,P181,104,248,2024-02-10,2
D2624,SUP130,P228,73,303,2024-04-28,8
D2625,SUP249,P599,278,382,2024-03-13,0
D2626,SUP3,P548,169,427,2024-01-04,6
D2627,SUP403,P729,335,41,2024-02-12,6
D2628,SUP458,P9,260,458,2024-07-25,4
D2629,SUP322,P829,216,331,2024-08-15,0
D2630,SUP301,P101,89,287,2024-01-31,-2
D2631,SUP398,P664,364,419,2024-01-12,7
D2632,SUP211,P979,289,419,2024-03-25,8
D2633,SUP237,P868,358,393,2024-06-20,0
D2634,SUP263,P701,134,485,2024-11-26,3
D2635,SUP3,P866,328,356,2024-02-05,6
D2636,SUP385,P203,291,236,2024-01-25,-2
D2637,SUP436,P640,308,362,2024-11-22,4
D2638,SUP61,P432,250,168,2024-11-01,7
D2639,SUP407,P803,191,478,2024-11-23,7
D2640,SUP397,P252,80,130,2024-02-05,9
D2641,SUP61,P348,296,119,2024-04-11,0
D2642,SUP422,P372,55,47,2024-05-10,4
D2643,SUP428,P617,434,175,2024-03-18,-1
D2644,SUP10,P543,232,48,2024-01-27,7
D2645,SUP227,P612,285,422,2024-12-11,7
D2646,SUP415,P225,167,231,2024-01-07,7
D2647,SUP417,P893,323,250,2024-02-13,0
D2648,SUP408,P143,393,490,2024-03-12,-2
D2649,SUP269,P194,171,459,2024-04-13,6
D2650,SUP226,P639,375,57,2024-11-10,6
D2651,SUP245,P359,288,143,2024-06-28,6
D2652,SUP19,P255,83,412,2024-05-11,9
D2653,SUP212,P539,249,368,2024-08-30,1
D2654,SUP62,P879,194,192,2024-05-09,3
D2655,SUP195,P144,336,91,2024-08-31,8
D2656,SUP83,P579,143,300,2024-09-01,4
D2657,SUP431,P447,429,455,2024-07-31,4
D2658,SUP31,P539,271,353,2024-08-15,2
D2659,SUP403,P928,307,335,2024-07-30,8
D2660,SUP42,P698,206,443,2024-06-06,1
D2661,SUP219,P419,193,245,2024-12-28,8
D2662,SUP267,P152,374,103,2024-05-09,-2
D2663,SUP239,P583,247,345,2024-11-30,6
D2664,SUP296,P881,131,277,2024-04-13,1
D2665,SUP331,P1000,126,408,2024-11-17,1
D2666,SUP465,P83,468,343,2024-08-04,0
D2667,SUP354,P645,491,262,2024-04-02,6
D2668,SUP370,P167,437,404,2024-11-16,-1
D2669,SUP201,P819,313,64,2024-10-07,-1
D2670,SUP423,P703,338,379,2024-08-21,8
D2671,SUP490,P760,487,385,2024-10-07,-1
D2672,SUP343,P512,380,241,2024-02-17,1
D2673,SUP392,P520,184,272,2024-01-11,0
D2674,SUP333,P601,74,219,2024-08-24,7
D2675,SUP162,P790,452,303,2024-01-19,7
D2676,SUP426,P66,491,146,2024-08-20,-2
D2677,SUP251,P168,365,477,2024-09-30,1
D2678,SUP209,P558,244,302,2024-08-29,-1
D2679,SUP176,P522,411,251,2024-01-07,6
D2680,SUP108,P850,469,188,2024-12-08,6
D2681,SUP102,P473,242,397,2024-01-04,-1
D2682,SUP399,P626,152,311,2024-05-28,5
D2683,SUP287,P464,108,156,2024-05-07,3
D2684,SUP47,P719,294,257,2024-02-10,7
D2685,SUP48,P967,60,10,2024-03-17,5
D2686,SUP387,P716,351,31,2024-08-06,5
D2687,SUP301,P352,141,238,2024-05-25,6
D2688,SUP178,P707,120,109,2024-10-09,-2
D2689,SUP291,P897,127,162,2024-06-22,-1
D2690,SUP36,P824,390,42,2024-10-28,0
D2691,SUP453,P811,311,72,2024-03-25,2
D2692,SUP410,P765,184,289,2024-02-14,5
D2693,SUP218,P471,494,491,2024-02-12,5
D2694,SUP127,P163,365,200,2024-07-26,5
D2695,SUP52,P321,208,191,2024-02-19,3
D2696,SUP280,P748,163,46,2024-12-01,-1
D2697,SUP262,P940,268,264,2024-08-18,8
D2698,SUP327,P84,72,130,2024-10-03,2
D2699,SUP308,P208,434,474,2024-05-07,9
D2700,SUP28,P485,218,428,2024-10-15,1
D2701,SUP45,P813,395,276,2024-08-07,0
D2702,SUP78,P547,85,185,2024-01-30,2
D2703,SUP39,P549,234,225,2024-07-15,4
D2704,SUP469,P577,84,475,2024-02-02,6
D2705,SUP139,P943,99,480,2024-03-15,7
D2706,SUP204,P311,416,122,2024-09-05,-2
D2707,SUP370,P674,358,98,2024-11-23,2
D2708,SUP249,P21,295,423,2024-04-04,1
D2709,SUP178,P794,261,177,2024-07-31,8
D2710,SUP162,P14,485,452,2024-03-29,-2
D2711,SUP291,P146,219,429,2024-05-25,4
D2712,SUP116,P856,198,243,2024-10-11,-1
D2713,SUP455,P547,207,429,2024-07-24,7
D2714,SUP245,P449,302,104,2024-11-28,8
D2715,SUP279,P246,112,222,2024-10-01,4
D2716,SUP129,P239,87,169,2024-03-24,4
D2717,SUP404,P528,91,52,2024-09-14,3
D2718,SUP160,P573,427,236,2024-09-24,6
D2719,SUP98,P366,143,160,2024-11-25,4
D2720,SUP182,P504,75,374,2024-10-18,5
D2721,SUP114,P871,311,472,2024-12-22,1
D2722,SUP404,P358,440,149,2024-09-30,1
D2723,SUP334,P533,432,313,2024-09-25,4
D2724,SUP197,P984,142,7,2024-02-29,1
D2725,SUP216,P26,453,392,2024-11-30,1
D2726,SUP405,P175,183,394,2024-06-27,-1
D2727,SUP332,P814,261,478,2024-04-10,-1
D2728,SUP322,P500,227,220,2024-03-07,2
D2729,SUP383,P359,76,470,2024-10-05,4
D2730,SUP458,P18,271,292,2024-05-11,3
D2731,SUP141,P425,129,114,2024-08-23,-2
D2732,SUP223,P216,481,19,2024-05-05,6
D2733,SUP46,P236,466,371,2024-01-25,8
D2734,SUP408,P860,256,175,2024-07-07,-1
D2735,SUP376,P276,390,86,2024-03-09,0
D2736,SUP410,P893,487,136,2024-02-16,1
D2737,SUP33,P615,153,45,2024-10-09,4
D2738,SUP41,P465,178,209,2024-05-04,8
D2739,SUP216,P469,203,123,2024-07-08,4
D2740,SUP1,P242,165,221,2024-03-11,8
D2741,SUP265,P914,277,281,2024-02-18,-1
D2742,SUP479,P114,167,271,2024-11-12,9
D2743,SUP187,P66,130,305,2024-12-09,3
D2744,SUP121,P229,497,339,2024-12-08,6
D2745,SUP88,P676,365,15,2024-10-13,6
D2746,SUP427,P913,320,87,2024-12-13,0
D2747,SUP26,P299,288,377,2024-07-11,0
D2748,SUP39,P582,199,399,2024-09-23,5
D2749,SUP310,P419,331,112,2024-08-30,8
D2750,SUP373,P232,186,314,2024-10-20,-2
D2751,SUP150,P482,82,351,2024-12-17,2
D2752,SUP353,P440,109,421,2024-09-11,2
D2753,SUP480,P982,236,445,2024-09-11,4
D2754,SUP225,P613,60,250,2024-04-02,6
D2755,SUP457,P352,452,464,2024-12-16,-1
D2756,SUP399,P266,198,56,2024-02-28,5
D2757,SUP470,P326,219,180,2024-05-26,3
D2758,SUP464,P461,307,242,2024-09-21,8
D2759,SUP355,P326,60,368,2024-04-05,9
D2760,SUP345,P996,228,35,2024-12-16,9
D2761,SUP99,P545,291,41,2024-07-15,2
D2762,SUP25,P898,240,53,2024-10-05,-2
D2763,SUP110,P848,437,343,2024-12-31,-1
D2764,SUP101,P808,441,472,2024-07-01,9
D2765,SUP369,P665,96,462,2024-03-25,9
D2766,SUP123,P852,314,51,2024-10-02,2
D2767,SUP437,P731,281,276,2024-05-20,5
D2768,SUP266,P814,219,39,2024-12-30,6
D2769,SUP208,P911,219,399,2024-02-26,9
D2770,SUP402,P1000,178,239,2024-06-23,4
D2771,SUP109,P842,182,82,2024-07-23,-1
D2772,SUP306,P486,161,19,2024-06-10,0
D2773,SUP29,P511,255,121,2024-04-25,6
D2774,SUP401,P219,147,123,2024-06-29,5
D2775,SUP314,P145,122,357,2024-12-02,8
D2776,SUP260,P598,367,388,2024-03-03,3
D2777,SUP68,P999,161,142,2024-06-06,0
D2778,SUP437,P14,66,295,2024-07-14,-2
D2779,SUP79,P625,148,73,2024-09-03,7
D2780,SUP255,P747,407,74,2024-01-04,3
D2781,SUP132,P412,212,481,2024-06-13,7
D2782,SUP13,P761,151,299,2024-02-08,3
D2783,SUP178,P72,420,312,2024-02-05,4
D2784,SUP53,P904,241,496,2024-05-22,6
D2785,SUP56,P797,160,369,2024-11-26,-2
D2786,SUP326,P297,163,455,2024-06-12,5
D2787,SUP325,P193,467,39,2024-12-17,3
D2788,SUP55,P877,421,365,2024-10-01,-1
D2789,SUP289,P54,431,446,2024-01-16,4
D2790,SUP454,P201,292,279,2024-11-25,6
D2791,SUP418,P776,425,353,2024-08-22,-2
D2792,SUP69,P388,226,39,2024-08-22,5
D2793,SUP240,P725,407,148,2024-09-04,3
D2794,SUP58,P889,246,499,2024-08-27,8
D2795,SUP292,P325,61,193,2024-04-18,8
D2796,SUP269,P873,319,248,2024-05-01,-1
D2797,SUP348,P704,315,402,2024-04-24,8
D2798,SUP135,P241,463,141,2024-07-30,8
D2799,SUP57,P570,381,459,2024-09-26,7
D2800,SUP137,P41,473,100,2024-08-31,-1
D2801,SUP282,P506,460,275,2024-09-08,-2
D2802,SUP353,P553,498,312,2024-08-19,-2
D2803,SUP311,P486,238,403,2024-05-13,-1
D2804,SUP23,P215,141,116,2024-05-26,7
D2805,SUP357,P758,486,286,2024-09-01,9
D2806,SUP184,P628,197,28,2024-04-16,3
D2807,SUP154,P983,201,458,2024-09-18,3
D2808,SUP116,P187,76,439,2024-08-22,0
D2809,SUP75,P386,251,307,2024-01-05,1
D2810,SUP433,P195,396,74,2024-07-12,6
D2811,SUP77,P779,467,465,2024-02-17,-1
D2812,SUP52,P28,411,250,2024-07-16,2
D2813,SUP475,P252,456,329,2024-05-21,-2
D2814,SUP450,P116,65,111,2024-03-18,7
D2815,SUP189,P899,227,17,2024-12-15,6
D2816,SUP272,P201,73,392,2024-10-27,1
D2817,SUP499,P224,369,381,2024-06-16,-1
D2818,SUP349,P749,268,60,2024-08-03,8
D2819,SUP148,P180,236,57,2024-06-06,7
D2820,SUP96,P494,342,453,2024-03-15,6
D2821,SUP471,P74,125,331,2024-03-18,4
D2822,SUP252,P497,147,256,2024-02-17,4
D2823,SUP73,P652,234,73,2024-08-25,4
D2824,SUP480,P172,403,65,2024-01-08,7
D2825,SUP132,P440,285,300,2024-06-25,0
D2826,SUP306,P148,316,424,2024-05-14,8
D2827,SUP298,P189,174,199,2024-09-11,4
D2828,SUP111,P937,274,280,2024-03-24,3
D2829,SUP493,P652,77,157,2024-03-04,7
D2830,SUP496,P521,280,474,2024-05-12,9
D2831,SUP138,P281,144,427,2024-06-25,5
D2832,SUP388,P971,271,460,2024-07-16,2
D2833,SUP496,P265,455,415,2024-01-15,4
D2834,SUP56,P237,185,133,2024-02-28,0
D2835,SUP203,P877,235,370,2024-03-30,-2
D2836,SUP322,P397,308,314,2024-04-18,4
D2837,SUP220,P141,196,467,2024-01-21,0
D2838,SUP190,P647,391,397,2024-12-06,4
D2839,SUP140,P652,279,406,2024-01-09,9
D2840,SUP40,P937,244,76,2024-12-29,3
D2841,SUP469,P215,327,125,2024-02-25,8
D2842,SUP301,P283,318,343,2024-07-20,9
D2843,SUP482,P732,162,381,2024-11-13,9
D2844,SUP248,P415,210,47,2024-12-10,6
D2845,SUP226,P64,192,187,2024-03-25,7
D2846,SUP36,P312,246,302,2024-08-13,-2
D2847,SUP434,P802,165,137,2024-06-07,6
D2848,SUP310,P780,316,45,2024-07-12,-1
D2849,SUP451,P580,339,488,2024-04-15,-1
D2850,SUP39,P276,399,329,2024-12-25,-1
D2851,SUP390,P932,238,7,2024-05-23,6
D2852,SUP321,P963,116,337,2024-06-11,8
D2853,SUP489,P93,353,177,2024-06-25,8
D2854,SUP12,P113,306,75,2024-08-29,4
D2855,SUP487,P198,398,148,2024-06-07,-2
D2856,SUP254,P69,455,369,2024-03-16,7
D2857,SUP1,P575,427,240,2024-11-05,-2
D2858,SUP84,P683,143,409,2024-01-23,4
D2859,SUP164,P355,102,394,2024-08-21,8
D2860,SUP166,P140,219,10,2024-04-11,7
D2861,SUP432,P823,81,179,2024-01-17,-2
D2862,SUP431,P870,167,157,2024-12-29,8
D2863,SUP259,P559,467,173,2024-01-14,7
D2864,SUP178,P468,444,128,2024-04-06,4
D2865,SUP435,P729,287,179,2024-06-24,-1
D2866,SUP173,P352,185,14,2024-10-30,5
D2867,SUP148,P628,191,27,2024-01-06,7
D2868,SUP238,P633,87,190,2024-10-05,0
D2869,SUP174,P707,415,243,2024-10-30,5
D2870,SUP328,P366,239,485,2024-06-25,0
D2871,SUP139,P446,291,57,2024-11-12,1
D2872,SUP364,P375,418,452,2024-06-07,0
D2873,SUP440,P247,462,172,2024-05-12,8
D2874,SUP385,P575,325,424,2024-11-18,5
D2875,SUP30,P513,350,233,2024-06-14,8
D2876,SUP60,P897,430,327,2024-09-01,7
D2877,SUP425,P578,155,293,2024-01-31,9
D2878,SUP180,P244,113,492,2024-07-04,1
D2879,SUP462,P909,192,250,2024-06-30,6
D2880,SUP20,P82,124,469,2024-01-17,-2
D2881,SUP110,P106,169,37,2024-10-04,1
D2882,SUP286,P106,275,435,2024-07-10,1
D2883,SUP301,P493,80,45,2024-09-25,-1
D2884,SUP204,P597,398,308,2024-08-28,4
D2885,SUP268,P962,74,29,2024-10-26,0
D2886,SUP372,P984,252,387,2024-06-23,3
D2887,SUP295,P326,51,129,2024-01-06,9
D2888,SUP66,P64,90,318,2024-01-10,2
D2889,SUP215,P707,377,84,2024-02-27,7
D2890,SUP378,P818,179,444,2024-02-09,6
D2891,SUP459,P590,151,124,2024-01-14,7
D2892,SUP176,P31,230,416,2024-05-30,1
D2893,SUP269,P478,499,461,2024-11-22,2
D2894,SUP318,P649,249,120,2024-08-03,9
D2895,SUP18,P577,272,463,2024-05-22,4
D2896,SUP147,P102,82,313,2024-10-23,5
D2897,SUP155,P695,167,347,2024-05-07,3
D2898,SUP395,P285,330,237,2024-11-03,-2
D2899,SUP30,P217,434,424,2024-09-22,4
D2900,SUP129,P39,139,264,2024-12-08,-1
D2901,SUP461,P980,415,97,2024-08-28,6
D2902,SUP443,P908,454,202,2024-06-03,9
D2903,SUP136,P34,264,146,2024-02-20,1
D2904,SUP63,P150,405,92,2024-12-28,7
D2905,SUP150,P748,357,375,2024-04-19,5
D2906,SUP148,P956,109,113,2024-02-29,1
D2907,SUP334,P718,97,43,2024-08-10,4
D2908,SUP142,P58,372,229,2024-01-06,8
D2909,SUP336,P988,425,72,2024-04-21,7
D2910,SUP147,P63,54,262,2024-07-23,6
D2911,SUP295,P187,398,286,2024-10-10,3
D2912,SUP380,P71,76,322,2024-05-23,9
D2913,SUP93,P126,77,135,2024-01-17,-2
D2914,SUP294,P6,447,72,2024-06-22,5
D2915,SUP457,P548,413,308,2024-09-05,-1
D2916,SUP306,P800,311,270,2024-01-10,4
D2917,SUP390,P237,63,7,2024-06-07,3
D2918,SUP26,P827,324,247,2024-02-28,6
D2919,SUP177,P503,434,208,2024-08-21,7
D2920,SUP100,P730,297,241,2024-05-13,-1
D2921,SUP20,P438,367,223,2024-12-31,8
D2922,SUP361,P70,78,379,2024-12-05,7
D2923,SUP153,P34,217,86,2024-06-25,-1
D2924,SUP136,P683,296,448,2024-12-26,6
D2925,SUP111,P944,312,45,2024-05-28,3
D2926,SUP104,P562,133,99,2024-06-01,0
D2927,SUP411,P157,221,262,2024-02-05,9
D2928,SUP128,P262,300,333,2024-04-16,-1
D2929,SUP21,P65,379,9,2024-06-10,-2
D2930,SUP203,P392,407,84,2024-11-23,2
D2931,SUP467,P889,119,97,2024-01-14,-2
D2932,SUP397,P328,446,162,2024-02-18,4
D2933,SUP175,P666,126,103,2024-12-08,0
D2934,SUP389,P150,249,47,2024-03-16,-2
D2935,SUP90,P109,400,446,2024-03-24,1
D2936,SUP71,P528,450,188,2024-02-29,2
D2937,SUP141,P970,161,96,2024-12-09,3
D2938,SUP240,P657,327,203,2024-06-09,5
D2939,SUP88,P493,131,396,2024-06-10,7
D2940,SUP368,P328,182,94,2024-09-06,8
D2941,SUP152,P114,314,308,2024-10-14,2
D2942,SUP226,P852,375,206,2024-08-21,9
D2943,SUP39,P497,170,354,2024-10-11,-2
D2944,SUP196,P961,486,264,2024-12-23,1
D2945,SUP84,P949,118,69,2024-05-05,0
D2946,SUP205,P108,464,484,2024-08-28,5
D2947,SUP57,P60,412,194,2024-12-07,4
D2948,SUP311,P287,223,499,2024-07-17,0
D2949,SUP316,P382,180,235,2024-11-22,7
D2950,SUP309,P918,323,359,2024-12-25,-2
D2951,SUP478,P875,488,397,2024-05-21,-2
D2952,SUP357,P25,416,240,2024-01-07,8
D2953,SUP151,P243,68,13,2024-12-02,1
D2954,SUP172,P588,239,470,2024-06-09,2
D2955,SUP446,P669,319,176,2024-01-22,4
D2956,SUP77,P322,302,448,2024-09-26,-2
D2957,SUP489,P526,388,355,2024-05-08,1
D2958,SUP368,P306,195,241,2024-02-10,1
D2959,SUP422,P88,494,224,2024-01-29,0
D2960,SUP314,P25,117,215,2024-12-02,2
D2961,SUP375,P111,345,89,2024-12-12,2
D2962,SUP365,P536,165,137,2024-02-14,-1
D2963,SUP398,P908,405,38,2024-05-15,2
D2964,SUP164,P771,299,440,2024-05-13,8
D2965,SUP441,P591,494,17,2024-08-23,3
D2966,SUP56,P813,93,377,2024-10-05,9
D2967,SUP169,P842,215,329,2024-02-29,-2
D2968,SUP389,P906,346,69,2024-10-23,1
D2969,SUP75,P296,180,482,2024-01-14,6
D2970,SUP144,P554,63,324,2024-10-09,7
D2971,SUP332,P254,325,456,2024-07-13,7
D2972,SUP273,P795,128,194,2024-05-19,7
D2973,SUP159,P446,77,184,2024-04-16,3
D2974,SUP200,P518,125,46,2024-06-16,9
D2975,SUP396,P166,488,175,2024-03-05,5
D2976,SUP392,P414,341,444,2024-01-17,8
D2977,SUP269,P393,279,391,2024-05-02,5
D2978,SUP375,P232,430,457,2024-05-25,3
D2979,SUP151,P289,116,362,2024-01-10,5
D2980,SUP261,P919,469,280,2024-09-29,-2
D2981,SUP456,P246,374,369,2024-05-29,0
D2982,SUP259,P789,344,355,2024-12-27,2
D2983,SUP127,P627,447,322,2024-09-26,4
D2984,SUP491,P577,429,487,2024-02-10,6
D2985,SUP453,P744,431,474,2024-09-20,1
D2986,SUP496,P367,194,342,2024-11-22,5
D2987,SUP298,P588,57,107,2024-11-01,-2
D2988,SUP298,P163,407,222,2024-09-07,1
D2989,SUP281,P942,318,97,2024-12-17,2
D2990,SUP96,P663,361,116,2024-02-12,0
D2991,SUP80,P886,90,323,2024-05-02,-2
D2992,SUP75,P610,485,459,2024-12-05,7
D2993,SUP152,P98,484,496,2024-02-11,3
D2994,SUP105,P987,382,378,2024-10-27,3
D2995,SUP88,P96,322,302,2024-02-08,0
D2996,SUP126,P947,303,484,2024-03-06,3
D2997,SUP438,P659,458,116,2024-03-04,7
D2998,SUP423,P210,124,431,2024-07-07,7
D2999,SUP316,P767,110,52,2024-06-14,5
D3000,SUP381,P765,289,274,2024-11-17,8
D3001,SUP46,P510,83,444,2024-09-15,-2
D3002,SUP445,P712,478,208,2024-05-16,2
D3003,SUP430,P625,411,25,2024-04-18,0
D3004,SUP406,P227,78,214,2024-02-12,4
D3005,SUP338,P432,317,344,2024-04-18,-2
D3006,SUP465,P881,89,41,2024-12-22,5
D3007,SUP65,P868,90,133,2024-12-09,3
D3008,SUP140,P113,499,250,2024-02-01,3
D3009,SUP87,P689,172,211,2024-03-08,8
D3010,SUP264,P924,488,59,2024-04-12,5
D3011,SUP353,P740,356,452,2024-05-14,0
D3012,SUP268,P870,381,476,2024-06-21,3
D3013,SUP81,P54,257,162,2024-10-28,6
D3014,SUP222,P748,208,99,2024-11-11,7
D3015,SUP359,P743,447,489,2024-03-04,9
D3016,SUP235,P552,363,290,2024-07-19,-2
D3017,SUP77,P690,442,395,2024-09-03,5
D3018,SUP444,P249,130,345,2024-12-27,1
D3019,SUP405,P773,303,124,2024-06-22,1
D3020,SUP125,P38,413,494,2024-01-03,8
D3021,SUP265,P689,479,214,2024-04-01,5
D3022,SUP119,P461,336,428,2024-07-30,5
D3023,SUP284,P335,428,451,2024-06-18,6
D3024,SUP455,P452,339,249,2024-11-19,5
D3025,SUP210,P311,220,245,2024-01-30,-2
D3026,SUP498,P230,324,391,2024-10-13,7
D3027,SUP170,P415,85,282,2024-06-17,9
D3028,SUP289,P670,397,283,2024-01-22,-1
D3029,SUP302,P834,306,391,2024-03-13,5
D3030,SUP320,P583,497,427,2024-01-09,2
D3031,SUP407,P382,394,437,2024-06-07,1
D3032,SUP437,P825,320,269,2024-05-23,-1
D3033,SUP65,P585,287,424,2024-10-17,-1
D3034,SUP311,P285,410,453,2024-08-25,9
D3035,SUP423,P542,156,360,2024-04-27,3
D3036,SUP192,P211,211,405,2024-06-28,-1
D3037,SUP122,P278,361,408,2024-07-05,2
D3038,SUP211,P497,86,327,2024-05-20,6
D3039,SUP403,P932,259,230,2024-08-07,1
D3040,SUP4,P437,487,231,2024-06-27,8
D3041,SUP7,P441,225,222,2024-02-28,3
D3042,SUP413,P131,285,131,2024-05-07,1
D3043,SUP112,P569,439,374,2024-03-11,5
D3044,SUP487,P542,444,465,2024-08-04,4
D3045,SUP331,P869,103,290,2024-03-05,-2
D3046,SUP93,P16,73,370,2024-02-19,7
D3047,SUP253,P499,300,372,2024-10-17,7
D3048,SUP264,P450,310,227,2024-11-14,8
D3049,SUP301,P233,162,464,2024-11-26,-1
D3050,SUP457,P971,291,362,2024-12-19,9
D3051,SUP261,P815,207,118,2024-01-31,7
D3052,SUP479,P860,380,121,2024-02-29,4
D3053,SUP63,P413,281,353,2024-09-28,6
D3054,SUP330,P667,253,487,2024-11-02,7
D3055,SUP171,P685,69,403,2024-12-31,7
D3056,SUP88,P70,114,431,2024-11-06,-2
D3057,SUP145,P358,494,477,2024-10-19,3
D3058,SUP239,P703,81,73,2024-01-25,7
D3059,SUP331,P530,449,372,2024-01-28,0
D3060,SUP34,P40,290,227,2024-04-07,2
D3061,SUP344,P837,90,179,2024-10-03,4
D3062,SUP264,P138,58,293,2024-08-28,-1
D3063,SUP249,P86,134,366,2024-02-22,1
D3064,SUP428,P745,212,303,2024-12-12,7
D3065,SUP487,P280,175,244,2024-03-13,8
D3066,SUP408,P569,102,300,2024-05-23,9
D3067,SUP130,P7,483,95,2024-08-30,8
D3068,SUP392,P481,238,373,2024-01-14,-2
D3069,SUP287,P140,269,337,2024-11-30,9
D3070,SUP111,P721,413,367,2024-12-27,1
D3071,SUP300,P868,460,288,2024-10-24,0
D3072,SUP419,P572,196,58,2024-12-07,0
D3073,SUP58,P354,94,14,2024-12-07,-2
D3074,SUP256,P185,424,235,2024-07-13,1
D3075,SUP4,P660,395,427,2024-12-24,1
D3076,SUP204,P181,59,34,2024-01-30,5
D3077,SUP119,P562,458,57,2024-11-16,4
D3078,SUP359,P527,237,279,2024-02-14,1
D3079,SUP80,P201,434,158,2024-04-24,9
D3080,SUP22,P912,228,250,2024-05-10,-2
D3081,SUP209,P72,397,31,2024-07-27,5
D3082,SUP473,P958,271,160,2024-07-23,7
D3083,SUP499,P727,117,103,2024-03-01,9
D3084,SUP186,P647,231,497,2024-09-20,-2
D3085,SUP271,P320,468,107,2024-10-14,3
D3086,SUP148,P220,117,122,2024-02-26,7
D3087,SUP287,P95,156,490,2024-03-10,0
D3088,SUP242,P616,299,361,2024-03-16,3
D3089,SUP325,P63,374,227,2024-12-14,4
D3090,SUP222,P970,96,394,2024-05-27,-1
D3091,SUP182,P655,117,95,2024-04-18,0
D3092,SUP187,P698,302,252,2024-06-21,2
D3093,SUP246,P519,388,250,2024-05-15,-2
D3094,SUP254,P234,205,46,2024-10-15,7
D3095,SUP219,P183,392,450,2024-01-08,0
D3096,SUP430,P726,297,496,2024-04-21,9
D3097,SUP398,P249,371,7,2024-03-06,2
D3098,SUP494,P500,269,160,2024-05-23,2
D3099,SUP465,P53,60,230,2024-04-23,-2
D3100,SUP478,P150,160,338,2024-04-16,6
D3101,SUP366,P359,399,226,2024-10-25,-2
D3102,SUP132,P85,135,296,2024-08-16,-2
D3103,SUP490,P405,174,492,2024-05-18,1
D3104,SUP196,P346,329,263,2024-04-17,2
D3105,SUP67,P618,279,123,2024-09-02,1
D3106,SUP263,P382,405,25,2024-12-15,6
D3107,SUP372,P330,139,402,2024-02-13,-1
D3108,SUP295,P345,410,363,2024-05-15,4
D3109,SUP227,P454,486,442,2024-11-25,8
D3110,SUP333,P783,132,136,2024-03-10,-1
D3111,SUP292,P446,266,357,2024-05-03,2
D3112,SUP51,P920,132,354,2024-11-16,1
D3113,SUP292,P564,166,6,2024-05-02,0
D3114,SUP111,P592,272,451,2024-12-26,6
