product_id,store_id,date,opening_stock,stock_received,stock_sold,closing_stock
P446,ST9,2024-04-22,78,235,45,268
P107,ST1,2024-04-24,439,176,269,346
P393,ST34,2024-09-15,236,233,211,258
P340,ST40,2024-11-28,155,234,132,257
P104,ST31,2024-12-19,477,232,99,610
P650,ST39,2024-08-26,474,221,287,408
P41,ST23,2024-01-17,137,260,203,194
P923,ST3,2024-11-16,172,138,34,276
P693,ST39,2024-07-24,350,3,259,94
P4,ST20,2024-09-13,192,60,208,44
P10,ST48,2024-03-28,177,123,102,198
P561,ST26,2024-11-08,415,202,72,545
P915,ST34,2024-01-11,444,11,77,378
P74,ST32,2024-03-07,143,110,181,72
P946,ST33,2024-07-23,389,283,233,439
P48,ST40,2024-11-06,449,246,50,645
P124,ST5,2024-03-26,317,217,87,447
P151,ST10,2024-02-10,233,289,162,360
P612,ST36,2024-04-14,321,192,271,242
P489,ST30,2024-01-30,450,261,234,477
P393,ST9,2024-10-07,146,151,67,230
P450,ST46,2024-09-12,259,33,258,34
P787,ST32,2024-11-15,376,71,61,386
P712,ST21,2024-08-04,488,15,30,473
P730,ST42,2024-04-12,42,79,128,-7
P638,ST50,2024-06-10,145,271,256,160
P691,ST26,2024-07-04,465,83,160,388
P228,ST23,2024-09-12,110,141,169,82
P267,ST9,2024-03-26,173,121,192,102
P259,ST5,2024-06-30,364,189,143,410
P764,ST8,2024-04-26,245,217,51,411
P445,ST44,2024-09-03,301,188,241,248
P478,ST46,2024-05-25,212,281,34,459
P722,ST43,2024-09-28,404,216,71,549
P145,ST11,2024-07-02,102,274,174,202
P883,ST36,2024-07-20,157,242,129,270
P585,ST18,2024-06-07,191,208,81,318
P30,ST31,2024-02-17,40,29,73,-4
P592,ST41,2024-05-03,400,56,137,319
P8,ST8,2024-11-28,132,84,185,31
P169,ST36,2024-06-10,4,291,277,18
P922,ST19,2024-06-10,372,167,40,499
P5,ST22,2024-08-21,200,283,4,479
P325,ST2,2024-02-29,74,96,85,85
P750,ST11,2024-03-16,485,173,131,527
P152,ST3,2024-02-09,431,209,232,408
P334,ST33,2024-05-24,383,215,209,389
P381,ST10,2024-06-17,359,31,221,169
P581,ST45,2024-11-07,461,86,109,438
P420,ST3,2024-06-22,119,225,21,323
P985,ST39,2024-03-12,37,153,59,131
P913,ST37,2024-05-18,261,196,266,191
P768,ST34,2024-02-09,185,86,173,98
P454,ST50,2024-06-22,269,177,168,278
P327,ST28,2024-03-05,455,78,134,399
P430,ST14,2024-02-01,221,31,279,-27
P591,ST28,2024-04-17,442,185,135,492
P582,ST30,2024-06-28,448,63,267,244
P288,ST30,2024-09-22,344,232,229,347
P60,ST27,2024-12-29,12,155,43,124
P128,ST2,2024-04-24,154,207,22,339
P383,ST37,2024-05-10,408,294,277,425
P170,ST13,2024-09-06,183,207,172,218
P552,ST39,2024-05-16,67,140,21,186
P27,ST42,2024-05-15,186,57,38,205
P616,ST28,2024-03-14,238,202,296,144
P5,ST20,2024-01-08,250,207,55,402
P445,ST39,2024-09-28,94,146,123,117
P508,ST50,2024-09-23,176,250,34,392
P639,ST18,2024-10-05,17,38,271,-216
P957,ST34,2024-11-07,464,144,145,463
P976,ST48,2024-05-29,202,297,21,478
P308,ST45,2024-12-25,331,49,8,372
P75,ST17,2024-10-21,2,66,69,-1
P743,ST38,2024-05-15,206,0,17,189
P345,ST23,2024-05-12,56,132,243,-55
P384,ST31,2024-12-12,389,86,236,239
P253,ST9,2024-09-17,324,145,191,278
P834,ST35,2024-01-19,286,67,224,129
P988,ST25,2024-03-01,263,96,293,66
P647,ST39,2024-10-28,9,277,50,236
P934,ST30,2024-05-25,2,285,277,10
P179,ST5,2024-07-06,11,89,183,-83
P383,ST28,2024-06-26,347,256,107,496
P626,ST7,2024-11-22,459,69,28,500
P257,ST42,2024-06-25,105,80,182,3
P466,ST42,2024-04-23,349,222,120,451
P844,ST42,2024-07-26,274,73,79,268
P757,ST38,2024-01-18,404,188,163,429
P689,ST19,2024-12-29,208,175,31,352
P456,ST25,2024-03-30,13,289,223,79
P532,ST18,2024-08-08,102,213,269,46
P355,ST47,2024-05-23,242,134,211,165
P554,ST26,2024-02-15,330,38,273,95
P144,ST45,2024-04-12,28,292,197,123
P754,ST20,2024-04-03,369,62,223,208
P545,ST2,2024-03-04,262,270,136,396
P1000,ST30,2024-05-21,48,210,281,-23
P601,ST22,2024-10-04,192,73,114,151
P595,ST42,2024-03-18,488,100,105,483
P483,ST34,2024-03-31,262,189,274,177
P784,ST35,2024-02-04,397,113,129,381
P912,ST5,2024-04-13,271,109,283,97
P688,ST15,2024-03-16,98,60,111,47
P601,ST39,2024-11-26,143,280,211,212
P992,ST15,2024-05-10,340,155,205,290
P311,ST28,2024-04-16,396,240,195,441
P748,ST12,2024-10-01,337,209,228,318
P668,ST3,2024-10-05,412,239,297,354
P713,ST10,2024-07-26,468,290,285,473
P722,ST36,2024-09-16,328,233,273,288
P663,ST7,2024-04-05,377,245,124,498
P798,ST43,2024-01-04,380,166,136,410
P445,ST17,2024-07-05,478,64,262,280
P96,ST20,2024-08-05,60,128,206,-18
P344,ST47,2024-12-12,420,119,112,427
P715,ST49,2024-05-02,364,232,132,464
P244,ST46,2024-12-25,272,18,42,248
P637,ST28,2024-12-01,286,175,101,360
P538,ST12,2024-10-12,58,200,213,45
P395,ST18,2024-12-23,87,269,86,270
P276,ST45,2024-06-09,366,66,140,292
P812,ST37,2024-07-26,430,157,257,330
P786,ST12,2024-01-20,261,232,149,344
P674,ST8,2024-02-17,287,115,252,150
P100,ST40,2024-01-27,286,192,187,291
P516,ST41,2024-06-08,401,214,138,477
P725,ST19,2024-06-03,250,5,116,139
P90,ST36,2024-10-07,373,83,276,180
P654,ST6,2024-03-06,239,45,209,75
P858,ST28,2024-08-17,8,41,193,-144
P397,ST44,2024-08-02,2,199,52,149
P602,ST1,2024-08-31,125,188,220,93
P41,ST50,2024-01-12,484,30,149,365
P975,ST19,2024-04-10,70,288,279,79
P603,ST49,2024-06-22,409,287,193,503
P441,ST3,2024-08-16,396,53,153,296
P471,ST36,2024-08-29,161,128,198,91
P534,ST27,2024-10-30,298,132,292,138
P650,ST46,2024-07-31,220,7,145,82
P965,ST6,2024-04-21,160,69,154,75
P964,ST30,2024-12-27,324,9,221,112
P50,ST37,2024-07-21,163,237,73,327
P612,ST27,2024-12-06,78,189,232,35
P272,ST6,2024-02-06,120,295,94,321
P992,ST45,2024-05-11,201,101,274,28
P907,ST41,2024-03-30,323,232,291,264
P871,ST17,2024-07-30,486,283,160,609
P993,ST47,2024-11-22,356,55,79,332
P483,ST30,2024-04-11,382,0,108,274
P496,ST15,2024-02-16,46,237,3,280
P964,ST19,2024-04-29,444,209,123,530
P471,ST30,2024-01-17,228,61,136,153
P323,ST40,2024-10-14,300,230,280,250
P788,ST9,2024-06-26,357,107,67,397
P193,ST34,2024-09-30,95,169,56,208
P508,ST46,2024-07-12,215,174,25,364
P289,ST26,2024-01-06,339,117,90,366
P138,ST46,2024-01-03,431,292,3,720
P451,ST37,2024-07-17,40,138,20,158
P311,ST35,2024-02-04,421,194,123,492
P928,ST42,2024-08-26,359,28,208,179
P557,ST2,2024-03-17,323,259,262,320
P187,ST13,2024-04-11,488,138,232,394
P870,ST43,2024-03-06,202,29,90,141
P287,ST43,2024-02-20,266,78,112,232
P469,ST9,2024-05-03,271,78,114,235
P472,ST21,2024-07-18,104,185,94,195
P635,ST41,2024-03-13,64,159,195,28
P88,ST44,2024-06-10,480,156,8,628
P436,ST1,2024-06-15,198,112,108,202
P138,ST20,2024-12-16,450,298,285,463
P774,ST49,2024-10-31,326,84,105,305
P732,ST5,2024-06-23,0,229,60,169
P641,ST12,2024-10-18,224,38,66,196
P762,ST43,2024-01-22,454,154,246,362
P879,ST21,2024-11-28,3,279,276,6
P942,ST48,2024-08-14,81,292,267,106
P364,ST39,2024-06-20,244,287,278,253
P842,ST23,2024-07-13,36,52,144,-56
P873,ST8,2024-07-07,397,128,188,337
P926,ST22,2024-09-01,243,108,100,251
P117,ST26,2024-05-16,334,183,115,402
P847,ST19,2024-10-30,280,209,251,238
P462,ST15,2024-09-30,337,156,267,226
P959,ST37,2024-03-30,131,5,246,-110
P856,ST41,2024-06-05,449,184,175,458
P63,ST21,2024-05-19,170,94,21,243
P74,ST13,2024-06-15,25,13,236,-198
P474,ST7,2024-10-01,211,68,4,275
P897,ST25,2024-01-24,142,189,247,84
P382,ST33,2024-12-28,389,85,242,232
P20,ST3,2024-10-26,164,50,83,131
P29,ST39,2024-12-15,126,12,62,76
P162,ST32,2024-04-04,426,253,203,476
P706,ST41,2024-07-29,41,104,261,-116
P706,ST36,2024-10-31,268,131,253,146
P642,ST40,2024-04-20,143,37,63,117
P968,ST50,2024-01-04,41,131,253,-81
P822,ST23,2024-03-02,37,157,124,70
P857,ST2,2024-01-18,321,64,52,333
P274,ST32,2024-04-18,192,188,97,283
P749,ST46,2024-05-05,132,278,124,286
P721,ST6,2024-11-15,29,226,103,152
P286,ST7,2024-04-10,94,208,19,283
P264,ST21,2024-06-28,426,55,130,351
P682,ST33,2024-10-18,31,99,258,-128
P750,ST16,2024-07-08,450,86,235,301
P669,ST3,2024-10-30,194,289,161,322
P51,ST26,2024-12-17,297,229,212,314
P851,ST25,2024-09-01,381,168,255,294
P120,ST15,2024-02-26,4,294,185,113
P869,ST22,2024-02-26,482,213,51,644
P408,ST43,2024-08-31,469,297,139,627
P466,ST37,2024-12-12,95,147,50,192
P650,ST49,2024-08-08,186,269,84,371
P656,ST48,2024-11-04,278,165,110,333
P633,ST20,2024-03-28,229,292,134,387
P562,ST50,2024-03-02,361,292,114,539
P553,ST29,2024-02-08,391,11,189,213
P746,ST37,2024-03-22,451,145,39,557
P566,ST19,2024-01-10,325,111,109,327
P812,ST40,2024-02-25,218,62,24,256
P316,ST31,2024-09-21,492,210,120,582
P325,ST14,2024-06-26,274,29,261,42
P847,ST43,2024-09-24,105,54,218,-59
P23,ST15,2024-03-13,427,197,43,581
P223,ST1,2024-01-17,235,196,0,431
P606,ST12,2024-02-04,348,34,80,302
P839,ST11,2024-07-13,293,198,95,396
P788,ST47,2024-07-16,427,97,168,356
P39,ST9,2024-12-08,389,297,162,524
P771,ST44,2024-10-17,258,18,163,113
P771,ST33,2024-07-18,479,172,41,610
P927,ST27,2024-10-16,495,191,201,485
P263,ST34,2024-01-11,79,266,1,344
P385,ST49,2024-12-31,253,126,273,106
P696,ST1,2024-08-08,416,108,162,362
P411,ST10,2024-01-10,255,130,277,108
P705,ST13,2024-03-22,65,279,151,193
P582,ST29,2024-12-03,381,250,31,600
P468,ST47,2024-09-24,362,281,97,546
P679,ST5,2024-06-27,313,151,228,236
P108,ST11,2024-03-23,409,171,265,315
P771,ST27,2024-08-20,98,153,101,150
P187,ST39,2024-12-18,283,184,201,266
P258,ST36,2024-03-29,170,235,170,235
P764,ST27,2024-04-17,240,291,6,525
P943,ST43,2024-07-05,74,16,244,-154
P352,ST39,2024-01-02,109,207,76,240
P507,ST46,2024-09-14,215,273,202,286
P276,ST25,2024-05-12,15,95,135,-25
P484,ST39,2024-05-29,88,112,99,101
P283,ST24,2024-11-20,278,137,6,409
P596,ST42,2024-06-04,186,294,265,215
P787,ST48,2024-05-21,358,174,153,379
P695,ST31,2024-04-13,290,137,4,423
P319,ST7,2024-04-16,216,219,174,261
P725,ST25,2024-02-19,124,151,262,13
P555,ST22,2024-07-20,168,125,291,2
P468,ST11,2024-06-17,372,245,6,611
P645,ST25,2024-05-22,486,39,297,228
P375,ST19,2024-11-19,364,190,253,301
P916,ST4,2024-10-25,352,161,241,272
P716,ST25,2024-10-31,405,123,181,347
P624,ST34,2024-05-25,73,176,261,-12
P189,ST28,2024-12-02,384,264,64,584
P190,ST16,2024-04-04,45,174,1,218
P74,ST2,2024-10-29,357,220,66,511
P501,ST26,2024-03-24,277,172,102,347
P703,ST8,2024-04-02,287,232,225,294
P150,ST43,2024-03-07,214,136,269,81
P806,ST26,2024-07-17,157,232,248,141
P92,ST38,2024-02-29,86,238,79,245
P652,ST21,2024-12-18,298,138,127,309
P615,ST50,2024-08-05,110,84,206,-12
P714,ST17,2024-07-30,11,23,40,-6
P240,ST30,2024-06-08,338,256,199,395
P61,ST43,2024-12-06,454,226,249,431
P611,ST38,2024-06-28,410,238,129,519
P816,ST44,2024-02-22,409,276,124,561
P236,ST12,2024-12-26,145,259,105,299
P232,ST31,2024-09-10,91,224,17,298
P229,ST44,2024-07-02,330,99,146,283
P913,ST37,2024-11-23,449,57,164,342
P756,ST38,2024-08-30,80,220,95,205
P731,ST47,2024-01-16,188,244,88,344
P308,ST7,2024-12-12,173,76,214,35
P558,ST7,2024-05-17,28,217,202,43
P56,ST35,2024-12-13,159,203,148,214
P285,ST27,2024-03-21,241,135,170,206
P218,ST26,2024-09-10,142,116,34,224
P329,ST40,2024-05-05,187,59,238,8
P179,ST43,2024-12-10,209,253,286,176
P127,ST19,2024-07-25,155,8,233,-70
P972,ST22,2024-12-13,410,72,210,272
P235,ST1,2024-09-11,168,16,137,47
P922,ST34,2024-09-14,114,6,47,73
P225,ST50,2024-05-07,302,102,254,150
P736,ST32,2024-10-22,288,280,259,309
P331,ST29,2024-02-11,299,277,167,409
P29,ST22,2024-08-10,49,289,75,263
P187,ST20,2024-04-04,265,271,236,300
P776,ST28,2024-06-01,407,271,296,382
P793,ST45,2024-05-08,121,293,170,244
P724,ST50,2024-07-28,289,159,28,420
P149,ST28,2024-01-16,362,87,157,292
P4,ST8,2024-06-18,346,184,28,502
P292,ST47,2024-06-13,19,37,251,-195
P683,ST21,2024-12-26,232,22,206,48
P733,ST18,2024-02-06,280,88,289,79
P83,ST42,2024-07-17,54,35,135,-46
P154,ST15,2024-05-13,240,97,116,221
P804,ST10,2024-12-16,217,104,255,66
P985,ST27,2024-08-24,426,116,117,425
P919,ST18,2024-07-20,436,291,87,640
P998,ST20,2024-06-22,212,211,146,277
P476,ST38,2024-10-22,177,78,74,181
P681,ST33,2024-11-05,54,59,80,33
P331,ST46,2024-02-15,396,141,155,382
P349,ST30,2024-04-28,176,59,279,-44
P940,ST3,2024-10-23,480,21,165,336
P306,ST1,2024-08-17,123,64,203,-16
P468,ST10,2024-12-19,137,192,286,43
P777,ST49,2024-11-18,347,101,47,401
P728,ST1,2024-10-05,480,215,203,492
P687,ST48,2024-06-19,266,230,231,265
P113,ST33,2024-11-12,377,124,258,243
P169,ST29,2024-09-29,118,3,165,-44
P269,ST35,2024-08-08,205,216,284,137
P698,ST37,2024-07-11,83,206,231,58
P962,ST31,2024-01-03,355,103,107,351
P337,ST46,2024-03-18,232,262,220,274
P754,ST46,2024-07-21,19,154,245,-72
P186,ST50,2024-01-30,71,218,237,52
P731,ST7,2024-01-21,334,188,217,305
P358,ST20,2024-05-23,480,221,25,676
P322,ST43,2024-08-25,82,166,29,219
P254,ST22,2024-11-13,303,253,233,323
P161,ST42,2024-02-29,75,260,102,233
P453,ST12,2024-04-24,400,89,123,366
P846,ST10,2024-09-03,288,250,283,255
P27,ST38,2024-03-06,242,257,149,350
P306,ST31,2024-12-27,275,252,191,336
P571,ST40,2024-11-18,429,88,235,282
P356,ST39,2024-09-27,286,159,174,271
P987,ST45,2024-09-24,101,277,83,295
P590,ST21,2024-01-19,434,179,101,512
P463,ST23,2024-08-20,119,201,174,146
P155,ST31,2024-01-14,247,203,47,403
P699,ST44,2024-05-22,338,20,1,357
P696,ST44,2024-03-27,274,189,278,185
P891,ST30,2024-09-23,317,14,42,289
P502,ST22,2024-03-03,427,10,206,231
P328,ST45,2024-10-25,204,45,100,149
P469,ST21,2024-07-13,165,70,141,94
P674,ST41,2024-06-19,304,249,27,526
P305,ST20,2024-05-08,320,39,73,286
P732,ST28,2024-05-11,266,237,5,498
P728,ST39,2024-12-06,282,45,237,90
P657,ST16,2024-01-25,484,71,254,301
P378,ST19,2024-12-05,57,291,19,329
P249,ST24,2024-03-14,230,139,67,302
P372,ST43,2024-07-28,447,76,30,493
P768,ST31,2024-08-12,192,274,177,289
P326,ST5,2024-02-22,14,149,42,121
P934,ST17,2024-05-10,337,11,88,260
P467,ST1,2024-06-26,490,287,47,730
P1,ST37,2024-01-13,344,37,211,170
P678,ST30,2024-10-17,256,37,232,61
P538,ST32,2024-05-25,18,208,116,110
P197,ST32,2024-01-30,183,11,283,-89
P708,ST2,2024-02-09,191,45,120,116
P281,ST34,2024-04-19,289,68,200,157
P877,ST44,2024-01-30,63,70,248,-115
P628,ST29,2024-07-04,265,248,200,313
P497,ST5,2024-12-09,331,218,38,511
P58,ST30,2024-03-30,187,281,160,308
P429,ST43,2024-11-16,166,76,227,15
P22,ST45,2024-12-18,236,226,229,233
P432,ST18,2024-03-12,65,45,170,-60
P269,ST14,2024-01-12,287,105,256,136
P983,ST37,2024-03-18,50,63,205,-92
P609,ST11,2024-09-30,281,118,87,312
P409,ST4,2024-08-23,56,124,240,-60
P522,ST22,2024-04-13,83,249,145,187
P274,ST49,2024-03-05,187,52,264,-25
P55,ST46,2024-07-31,182,141,248,75
P923,ST3,2024-02-06,261,36,12,285
P824,ST24,2024-10-11,6,12,298,-280
P568,ST34,2024-06-22,449,71,97,423
P561,ST8,2024-04-13,336,160,42,454
P410,ST24,2024-08-03,153,210,222,141
P369,ST16,2024-10-26,117,188,158,147
P490,ST6,2024-01-18,350,181,24,507
P116,ST21,2024-03-19,118,245,215,148
P770,ST32,2024-08-22,353,213,75,491
P330,ST39,2024-12-30,209,164,272,101
P956,ST22,2024-01-20,232,194,155,271
P84,ST47,2024-10-16,123,80,13,190
P294,ST9,2024-03-13,490,239,200,529
P131,ST18,2024-12-19,77,295,67,305
P970,ST12,2024-06-11,132,34,68,98
P988,ST6,2024-07-03,214,235,12,437
P467,ST27,2024-10-09,255,202,84,373
P891,ST44,2024-08-21,0,140,269,-129
P465,ST39,2024-09-30,339,89,145,283
P108,ST47,2024-05-25,385,150,136,399
P565,ST1,2024-06-03,234,268,233,269
P428,ST15,2024-08-10,124,47,299,-128
P383,ST14,2024-04-06,493,49,26,516
P791,ST13,2024-05-22,100,108,168,40
P540,ST21,2024-02-16,64,77,55,86
P347,ST46,2024-10-18,265,51,43,273
P160,ST47,2024-01-19,246,231,9,468
P230,ST41,2024-12-20,177,219,69,327
P204,ST50,2024-08-11,306,26,281,51
P532,ST6,2024-02-14,324,165,215,274
P390,ST20,2024-04-12,296,76,40,332
P771,ST4,2024-09-08,441,102,13,530
P3,ST40,2024-02-26,492,196,153,535
P791,ST19,2024-11-27,76,158,99,135
P329,ST43,2024-04-28,67,85,6,146
P33,ST40,2024-06-05,279,194,164,309
P932,ST10,2024-01-16,111,225,227,109
P832,ST5,2024-05-29,474,270,193,551
P396,ST2,2024-11-23,311,154,284,181
P702,ST31,2024-11-06,377,76,231,222
P282,ST44,2024-05-23,227,145,118,254
P805,ST20,2024-11-06,234,9,243,0
P370,ST6,2024-10-29,291,159,182,268
P176,ST43,2024-03-13,257,127,264,120
P586,ST19,2024-10-09,479,157,98,538
P556,ST18,2024-04-20,55,222,92,185
P139,ST30,2024-04-08,464,173,145,492
P979,ST7,2024-07-29,267,2,157,112
P453,ST17,2024-12-16,395,68,76,387
P280,ST4,2024-05-22,340,97,280,157
P227,ST3,2024-04-30,71,57,153,-25
P604,ST25,2024-12-12,405,61,211,255
P350,ST30,2024-02-02,457,6,216,247
P531,ST36,2024-07-17,211,206,137,280
P710,ST14,2024-08-02,61,274,116,219
P312,ST41,2024-12-21,447,274,76,645
P305,ST23,2024-01-22,27,80,159,-52
P631,ST50,2024-11-16,498,231,53,676
P109,ST50,2024-02-27,344,184,280,248
P999,ST16,2024-10-09,496,106,156,446
P723,ST28,2024-05-19,155,256,162,249
P499,ST12,2024-11-23,3,279,51,231
P57,ST8,2024-08-16,428,157,115,470
P95,ST30,2024-02-02,345,189,123,411
P634,ST41,2024-04-23,396,282,212,466
P492,ST50,2024-07-12,82,116,175,23
P779,ST38,2024-10-08,97,207,262,42
P959,ST46,2024-06-21,492,3,198,297
P254,ST6,2024-02-24,463,184,84,563
P849,ST39,2024-06-28,236,224,52,408
P145,ST5,2024-09-09,259,43,238,64
P882,ST3,2024-09-05,444,108,67,485
P783,ST10,2024-05-14,83,194,172,105
P966,ST30,2024-11-08,360,3,112,251
P446,ST16,2024-07-03,409,132,288,253
P672,ST11,2024-04-28,107,220,184,143
P168,ST3,2024-11-24,357,10,273,94
P139,ST15,2024-11-29,349,130,143,336
P378,ST44,2024-02-20,133,273,94,312
P269,ST1,2024-10-29,229,285,47,467
P337,ST13,2024-03-24,332,173,296,209
P28,ST48,2024-05-30,117,221,80,258
P753,ST39,2024-07-04,439,93,156,376
P466,ST39,2024-11-07,483,144,232,395
P156,ST38,2024-01-31,80,166,272,-26
P944,ST3,2024-11-19,154,79,25,208
P439,ST30,2024-07-08,290,288,78,500
P16,ST44,2024-04-24,231,65,158,138
P804,ST41,2024-02-29,480,132,48,564
P753,ST26,2024-10-16,209,163,176,196
P168,ST11,2024-09-13,185,258,191,252
P916,ST6,2024-10-23,339,159,172,326
P231,ST12,2024-08-10,190,141,167,164
P603,ST16,2024-04-13,114,246,124,236
P232,ST22,2024-10-17,416,132,257,291
P353,ST22,2024-06-03,350,173,180,343
P514,ST38,2024-05-28,100,183,206,77
P205,ST12,2024-07-18,376,82,54,404
P258,ST36,2024-12-03,338,74,151,261
P763,ST50,2024-10-05,352,262,155,459
P384,ST17,2024-02-10,80,114,261,-67
P357,ST40,2024-09-11,32,152,246,-62
P325,ST32,2024-07-20,99,111,118,92
P70,ST45,2024-01-22,324,139,193,270
P562,ST37,2024-02-09,39,30,265,-196
P864,ST3,2024-05-09,249,219,252,216
P176,ST25,2024-10-24,46,270,2,314
P511,ST19,2024-06-20,382,96,247,231
P152,ST37,2024-08-18,172,10,138,44
P721,ST50,2024-08-24,282,102,110,274
P393,ST38,2024-03-23,134,264,152,246
P245,ST41,2024-01-10,441,51,136,356
P122,ST49,2024-03-24,13,168,188,-7
P168,ST43,2024-02-14,387,139,210,316
P936,ST47,2024-05-04,113,82,240,-45
P130,ST19,2024-05-25,209,267,186,290
P585,ST16,2024-05-23,161,72,93,140
P902,ST26,2024-12-24,368,139,128,379
P659,ST33,2024-04-13,335,108,128,315
P609,ST15,2024-02-09,346,36,10,372
P889,ST37,2024-04-13,421,132,207,346
P19,ST20,2024-11-30,403,8,28,383
P673,ST5,2024-12-25,45,184,102,127
P885,ST48,2024-07-16,146,242,238,150
P504,ST40,2024-08-27,128,147,6,269
P749,ST24,2024-02-19,235,69,165,139
P829,ST6,2024-06-05,150,231,3,378
P542,ST12,2024-05-14,445,132,227,350
P999,ST4,2024-08-12,111,117,265,-37
P117,ST48,2024-09-17,200,170,53,317
P190,ST43,2024-09-06,283,181,251,213
P653,ST13,2024-06-16,339,265,247,357
P914,ST47,2024-01-04,335,157,265,227
P898,ST21,2024-01-07,332,262,235,359
P3,ST5,2024-02-06,416,184,115,485
P902,ST13,2024-04-22,386,138,40,484
P924,ST2,2024-03-15,206,199,262,143
P333,ST44,2024-07-05,15,63,183,-105
P340,ST6,2024-02-19,126,228,19,335
P160,ST29,2024-11-20,285,30,261,54
P895,ST23,2024-06-05,408,111,253,266
P828,ST35,2024-03-29,77,0,15,62
P415,ST10,2024-07-13,384,88,271,201
P573,ST20,2024-01-30,32,214,97,149
P265,ST25,2024-03-07,36,201,2,235
P67,ST36,2024-03-01,156,45,283,-82
P950,ST10,2024-10-26,164,268,101,331
P95,ST27,2024-02-25,188,75,57,206
P719,ST7,2024-03-19,7,239,188,58
P580,ST50,2024-06-17,256,112,105,263
P241,ST21,2024-11-29,318,206,167,357
P17,ST22,2024-10-22,215,294,84,425
P749,ST46,2024-11-01,113,274,32,355
P827,ST18,2024-05-17,192,212,219,185
P415,ST1,2024-09-29,173,95,283,-15
P221,ST25,2024-01-15,426,56,275,207
P715,ST21,2024-04-02,119,46,222,-57
P701,ST49,2024-06-29,9,159,179,-11
P864,ST30,2024-02-20,209,0,77,132
P40,ST32,2024-07-27,212,206,163,255
P131,ST35,2024-04-30,265,34,224,75
P690,ST47,2024-03-06,61,211,276,-4
P129,ST14,2024-01-26,85,158,36,207
P520,ST39,2024-10-20,434,23,273,184
P830,ST42,2024-12-13,44,39,17,66
P192,ST25,2024-10-12,200,248,196,252
P425,ST29,2024-08-22,200,191,75,316
P785,ST40,2024-02-24,103,92,248,-53
P456,ST32,2024-05-16,300,200,111,389
P811,ST11,2024-09-28,486,119,1,604
P225,ST28,2024-01-24,84,243,276,51
P730,ST5,2024-08-01,185,137,271,51
P514,ST35,2024-10-02,94,255,163,186
P175,ST25,2024-03-02,193,116,98,211
P316,ST41,2024-02-21,242,1,83,160
P177,ST7,2024-05-05,244,278,289,233
P93,ST33,2024-11-29,23,192,97,118
P271,ST42,2024-02-21,224,62,19,267
P893,ST27,2024-10-25,458,35,75,418
P606,ST44,2024-04-05,448,278,236,490
P434,ST47,2024-05-17,182,62,150,94
P748,ST21,2024-11-17,112,213,288,37
P942,ST27,2024-11-22,178,32,134,76
P460,ST25,2024-04-10,199,174,50,323
P514,ST22,2024-01-15,328,18,172,174
P124,ST11,2024-11-26,276,278,47,507
P725,ST6,2024-03-24,302,109,113,298
P669,ST3,2024-11-01,405,85,78,412
P890,ST30,2024-02-10,412,3,254,161
P925,ST28,2024-02-29,295,96,191,200
P80,ST41,2024-10-15,130,83,247,-34
P371,ST17,2024-11-03,432,241,269,404
P95,ST23,2024-06-14,280,127,234,173
P189,ST34,2024-07-10,209,95,43,261
P865,ST21,2024-12-17,123,180,223,80
P122,ST5,2024-04-09,266,111,20,357
P834,ST50,2024-11-10,93,120,216,-3
P44,ST44,2024-05-19,88,272,191,169
P260,ST15,2024-02-27,202,24,55,171
P807,ST46,2024-08-04,225,13,10,228
P188,ST2,2024-01-09,87,109,56,140
P817,ST24,2024-03-21,303,29,222,110
P261,ST10,2024-07-24,159,21,104,76
P962,ST20,2024-04-14,386,101,213,274
P557,ST35,2024-09-07,428,259,80,607
P60,ST41,2024-02-20,88,71,108,51
P264,ST47,2024-03-07,121,115,37,199
P818,ST21,2024-12-26,108,255,119,244
P548,ST30,2024-03-20,275,113,155,233
P838,ST29,2024-01-18,247,27,6,268
P937,ST35,2024-08-18,403,181,129,455
P10,ST38,2024-06-26,306,185,43,448
P804,ST26,2024-05-21,80,250,193,137
P836,ST20,2024-05-17,19,181,149,51
P103,ST36,2024-09-15,465,143,247,361
P910,ST43,2024-04-22,376,205,97,484
P844,ST40,2024-03-26,13,251,36,228
P111,ST18,2024-08-18,225,171,138,258
P785,ST22,2024-11-27,335,170,60,445
P533,ST13,2024-04-10,31,240,141,130
P501,ST15,2024-05-20,199,241,71,369
P205,ST16,2024-02-01,169,79,80,168
P97,ST25,2024-12-22,121,256,76,301
P822,ST3,2024-05-17,463,246,231,478
P397,ST5,2024-06-29,422,29,262,189
P896,ST27,2024-07-29,421,122,78,465
P944,ST39,2024-01-30,191,191,109,273
P813,ST33,2024-05-18,3,26,270,-241
P649,ST40,2024-03-26,226,79,234,71
P567,ST38,2024-06-06,123,87,227,-17
P562,ST4,2024-01-01,219,155,205,169
P496,ST43,2024-01-06,190,87,93,184
P532,ST38,2024-03-18,234,216,189,261
P364,ST50,2024-07-02,316,178,185,309
P936,ST2,2024-07-13,489,129,117,501
P257,ST19,2024-02-27,333,252,46,539
P205,ST18,2024-07-25,388,70,291,167
P342,ST11,2024-04-04,193,86,126,153
P499,ST35,2024-09-12,44,34,77,1
P973,ST11,2024-05-26,305,93,3,395
P192,ST33,2024-11-13,87,193,57,223
P803,ST2,2024-11-22,130,15,246,-101
P124,ST1,2024-08-06,22,7,187,-158
P126,ST33,2024-06-19,394,91,199,286
